midi_filename,composer,duration,average_tempo,key_signature,mode,chord_progression
2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--4.midi,Alexander Scriabin,440.110403906,0.0,F#,major,"['B-incomplete major-seventh chord', 'B-incomplete major-seventh chord', 'B', 'Diminished Eleventh above B', 'B', 'B', 'B-incomplete half-diminished seventh chord', 'Eb-incomplete half-diminished seventh chord', 'B', 'Minor Seventh above F', 'Eb-incomplete minor-seventh chord', 'Eb-incomplete minor-seventh chord', 'Eb-incomplete minor-seventh chord', 'Augmented Third above Eb', 'Eb-quartal tetramirror', 'G#-incomplete dominant-seventh chord']"
2004/MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_12_Track12_wav.midi,Alexander Scriabin,659.835660317,0.0,E-,minor,"['Perfect Fifth above A', 'Augmented Ninth above Eb', 'Perfect Fifth above A', 'F#-phrygian trichord', 'F#-incomplete minor-seventh chord', 'Augmented Ninth above Eb', 'Major Sixth above A', 'F#-incomplete minor-seventh chord', 'Major Second above E', 'Augmented Octave above Eb', 'Major Second above E', 'F#-incomplete minor-seventh chord', 'Perfect Fifth above A', 'Augmented Ninth above Eb', 'F#-minor-second diminished tetrachord', 'F#-incomplete minor-seventh chord']"
2018/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--2.midi,Alexander Scriabin,701.488347656,0.0,E-,minor,"['Augmented Octave above Eb', 'F#-minor-second diminished tetrachord', 'Major Sixth above A', 'F#-phrygian trichord', 'F#-minor-second diminished tetrachord', 'F#-incomplete minor-seventh chord', 'F#-phrygian trichord', 'F#-phrygian trichord', 'F#-incomplete minor-seventh chord', 'F#-minor-second diminished tetrachord', 'F#-minor-second diminished tetrachord', 'Augmented Ninth above Eb', 'F#-incomplete minor-seventh chord', 'enharmonic equivalent to diminished triad above Eb', 'F#', 'Augmented Octave above Eb']"
2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_04_WAV.midi,Alexander Scriabin,706.203887813,0.0,E-,minor,"['Augmented Octave above Eb', 'F#-phrygian trichord', 'F#-incomplete minor-seventh chord', 'Perfect Fifth above A', 'F#-phrygian trichord', 'Perfect Fifth above A', 'A-tritone-fourth', 'Augmented Octave above Eb', 'F#-minor-second diminished tetrachord', 'F#-minor-second diminished tetrachord', 'A-tritone-fourth', 'F#-minor-second diminished tetrachord', 'Augmented Fourth above Eb', 'E-', 'D-perfect fourth tetramirror', 'A-whole-tone tetramirror']"
2009/MIDI-Unprocessed_19_R1_2009_03-04_ORIG_MID--AUDIO_19_R1_2009_19_R1_2009_04_WAV.midi,Alexander Scriabin,648.955013438,0.0,E-,minor,"['F#-diminished-major ninth chord', 'F#-phrygian trichord', 'F#-minor-second diminished tetrachord', 'A-tritone-fourth', 'F#-minor-second diminished tetrachord', 'F#-minor-second diminished tetrachord', 'A-tritone-fourth', 'A', 'A-tritone quartal tetrachord', 'A-lydian pentachord', 'A-all-interval tetrachord', 'F#-minor-second diminished tetrachord', 'Augmented Octave above Eb', 'F#-minor-second diminished tetrachord', 'F#-minor-second diminished tetrachord', 'A-tritone-fourth']"
2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--4.midi,Alexander Scriabin,601.648703906,0.0,E-,minor,"['F-Asian pentacluster', 'Major Second above F#', 'F#-minor-second diminished tetrachord', 'Perfect Fifth above A', 'F#-phrygian trichord', 'F#-incomplete minor-seventh chord', 'F#-minor-second diminished tetrachord', 'F#-phrygian trichord', 'F#-incomplete minor-seventh chord', 'F#-phrygian trichord', 'F#-minor-second diminished tetrachord', 'F#-incomplete minor-seventh chord', 'A-tritone-fourth', 'A-tritone-fourth', 'F-Neapolitan-major mode', 'F#-phrygian trichord']"
2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--6.midi,Alexander Scriabin,707.903939531,0.0,E-,minor,"['E-incomplete dominant-seventh chord', 'E-whole-tone tetramirror', 'Major Ninth above F#', 'Major Ninth above F#', 'G#', 'G#', 'Eb-quartal trichord', 'E-minor-second quartal tetrachord', 'E-minor-second quartal tetrachord', 'E-minor-second quartal tetrachord', 'E-phrygian pentachord', 'E-phrygian pentachord', 'E-phrygian pentachord', 'E-phrygian pentachord', 'E-minor-second quartal tetrachord', 'E-tritone-fourth']"
2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_22_R1_2014_wav--4.midi,Alexander Scriabin,644.840434219,0.0,E-,minor,"['F#-phrygian trichord', 'F#-minor-second diminished tetrachord', 'Augmented Ninth above Eb', 'Major Second above E', 'F#-phrygian trichord', 'F#-incomplete minor-seventh chord', 'F#-phrygian trichord', 'F#-incomplete minor-seventh chord', 'F#-phrygian trichord', 'F#-minor-second diminished tetrachord', 'F#-incomplete minor-seventh chord', 'E', 'F#-minor-second diminished tetrachord', 'F#-minor-second diminished tetrachord', 'A-tritone-fourth', 'F#-incomplete minor-seventh chord']"
2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_04_Track04_wav.midi,Alexander Scriabin,476.652835312,0.0,B,minor,"['Major Third above G', 'C#-major-third diminished tetrachord', 'Diminished Seventh above C#', 'F-minor-augmented tetrachord', 'Major Third above F', 'G#-major-third diminished tetrachord', 'Major Sixth above B', 'G#', 'G-augmented-sixth pentachord', ""G-Messiaen's truncated mode 6"", 'C#-Javanese pentatonic', 'E-minor triad', 'Eb-minor-augmented tetrachord', 'Eb-augmented triad', 'Eb-augmented-diminished ninth chord', 'Eb-augmented-diminished ninth chord']"
2006/MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_03_Track03_wav.midi,Alexander Scriabin,426.268270313,0.0,B,minor,"['Major Third above G', 'Diminished Seventh above C#', 'Diminished Seventh above C#', 'C#', 'F-augmented triad', 'Major Third above F', 'Major Sixth above B', 'C#-incomplete half-diminished seventh chord', ""G-Messiaen's truncated mode 6"", 'C#-incomplete half-diminished seventh chord', 'E-minor triad', 'Major Third with octave doublings above G', 'Major Third above G', 'Eb-augmented triad', 'Major Third above G', 'Major Third above G']"
2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_08_WAV.midi,Alexander Scriabin,520.139704219,0.0,G,major,"['B', 'Major Third above G', 'B', 'Diminished Seventh above C#', 'B-', 'Major Third above F', 'A', 'Major Sixth above B', 'Diminished Fourth above C#', 'B-incomplete dominant-seventh chord', ""G-Messiaen's truncated mode 6"", 'Major Third above G', 'Major Third above G', 'E-minor triad', 'Major Third with octave doublings above G', 'Eb-augmented triad']"
2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--1.midi,Alexander Scriabin,520.215825937,0.0,B,minor,"['Major Third above G', 'C#-major-third diminished tetrachord', 'Diminished Seventh above C#', 'F-minor-augmented tetrachord', 'Major Third above F', 'G#-major-third diminished tetrachord', 'Major Sixth above B', 'Major Sixth above B', 'G#', 'G-augmented-sixth pentachord', ""G-Messiaen's truncated mode 6"", 'C#-Javanese pentatonic', 'E-minor triad', 'E-minor triad', 'Eb-minor-augmented tetrachord', 'Eb-augmented triad']"
2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--3.midi,Alexander Scriabin,365.655350156,0.0,F#,minor,"['F#', 'B-quartal trichord', 'C#-quartal tetramirror', 'E-tritone quartal tetrachord', 'Eb-Balinese Pelog pentatonic', 'Eb-all-interval tetrachord', 'Major Ninth above Eb', 'Augmented Ninth above Eb', 'enharmonic equivalent to diminished triad above Eb', 'enharmonic equivalent to diminished triad above Eb', 'F#', 'Minor Third above F#', 'A', 'G#', 'G#', 'Major Third above E']"
2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--4.midi,Alexander Scriabin,319.910203594,0.0,A-,major,"['G#', 'enharmonic equivalent to minor triad above C', 'Augmented Fifth above C', 'C-whole-tone trichord', 'Eb-quartal trichord', 'C-whole-tone trichord', 'C-major-second major tetrachord', 'C-incomplete minor-seventh chord', 'C-whole-tone trichord', 'Diminished Sixth above G#', 'G#', 'Diminished Seventh with octave doublings above G#', 'C', 'Minor Seventh above C', 'B-', 'Diminished Eleventh above F#']"
2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_01_WAV.midi,Antonio Soler,232.765525781,0.0,B,minor,"['B-minor triad', 'F#-phrygian trichord', 'Major Second above D', 'Major Second above B', 'Perfect Octave above B', 'Perfect Octave above A', 'Perfect Octave above G', 'Minor Second with octave doublings above F#', 'D-phrygian tetrachord', 'Perfect Octave above F#', 'G#-lydian tetrachord', 'F#', 'Perfect Octave above E', 'Perfect Octave above D', 'Perfect Octave above C#', 'multiple octaves above B']"
2008/MIDI-Unprocessed_02_R3_2008_01-03_ORIG_MID--AUDIO_02_R3_2008_wav--3.midi,Carl Maria von Weber,939.13367625,0.0,C,major,"['Minor Third above A', 'C', 'C', 'F-major triad', 'Major Third above F', 'Bb-major seventh chord', 'Major Third above Bb', 'D', 'D', 'Minor Third above E', 'E', 'Perfect Fourth above E', 'E', 'Bb-incomplete major-seventh chord', 'F', 'Bb-incomplete major-seventh chord']"
2006/MIDI-Unprocessed_08_R1_2006_01-04_ORIG_MID--AUDIO_08_R1_2006_Disk1_01_Track01_wav.midi,Charles Gounod / Franz Liszt,557.392605,0.0,D,major,"['Perfect Fifth with octave doublings above A', 'Perfect Fifth with octave doublings above A', 'Perfect Fifth with octave doublings above A', 'Perfect Fifth with octave doublings above A', 'Perfect Fifth with octave doublings above A', 'Perfect Fifth with octave doublings above A', 'Perfect Fifth with octave doublings above A', 'Perfect Fifth with octave doublings above A', 'Bb-Hirajoshi pentatonic', 'Perfect Octave above G#', 'Bb-major triad', 'G-minor seventh chord', 'Bb-major triad', 'Perfect Octave above F', 'G-minor seventh chord', 'enharmonic equivalent to diminished triad above G#']"
2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--4.midi,Claude Debussy,242.752161094,0.0,A-,major,"['Major Second above F', 'Minor Second above A', 'G#-major-second tetracluster', 'Major Second above F#', 'F-whole-tone trichord', 'Diminished Third above G#', 'Augmented Unison above F', 'Major Second above G', 'Diminished Third above G#', 'G-chromatic trimirror', 'Minor Second above A', 'Major Second above F#', 'Major Second above F', 'G-lydian tetrachord', 'Minor Second above A', 'Major Second above F#']"
2013/ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_18_R3_2013_wav--2.midi,Claude Debussy,918.021250781,0.0,C#,major,"['Perfect Fifth above C#', 'C#-incomplete minor-seventh chord', 'G#-major-second major tetrachord', 'G#-major-second major tetrachord', 'F#-quartal trichord', 'Augmented Second above F', 'enharmonic equivalent to minor triad above C', 'Augmented Second above F', 'F', 'C#-perfect-fourth minor tetrachord', 'G#', 'G#-major-second major tetrachord', 'G#', 'enharmonic equivalent to minor triad above G#', 'Diminished Seventh with octave doublings above G#', 'C#-quartal tetramirror']"
2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--3.midi,Claude Debussy,166.49556,0.0,B,major,"['B', 'F#', 'C#', 'E', 'G#', 'B', 'Major Second with octave doublings above F#', 'Major Second with octave doublings above E', 'Diminished Third with octave doublings above C#', 'D-phrygian trichord', 'Perfect Octave above B', 'Major Sixth with octave doublings above B', 'G#', 'Perfect Octave above G#', 'G#', 'C#-diminished-major ninth chord']"
2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--3.midi,Claude Debussy,193.30108875,0.0,D,major,"['C#', 'G-minor trichord', 'Diminished Fourth above C#', 'G-minor trichord', 'C#', 'G-whole-tone trichord', 'Perfect Fourth above C#', 'G-whole-tone trichord', 'C#', 'A', 'G-whole-tone trichord', 'Perfect Fourth above C#', 'G-whole-tone trichord', 'Perfect Fourth above C#', 'G-whole-tone trichord', 'F#-phrygian pentachord']"
2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--4.midi,Claude Debussy,212.295460781,0.0,A-,major,"['Major Third above E', 'E', 'Major Third above D', 'Major Third above C', 'Major Third above Bb', 'G#-whole-tone tetramirror', 'Diminished Fourth above G#', 'Diminished Fourth above G#', 'B-', 'Diminished Fourth above F#', 'Diminished Fourth above F#', 'B-', 'Major Third above E', 'E', 'Major Third above D', 'Major Third above C']"
